3037,Calder Park,Victoria,VIC,-37.6798,144.7611,4.0
3037,Sydenham,Victoria,VIC,-37.7,144.7667,4.0
3037,Taylors Hill,Victoria,VIC,-37.7099,144.7548,4.0
3037,Delahey,Victoria,VIC,-37.7198,144.7773,4.0
3038,Keilor Downs,Victoria,VIC,-37.7234,144.8084,4.0
3038,Watergardens,Victoria,VIC,-37.6986,144.7863,3.0
3038,Taylors Lakes,Victoria,VIC,-37.6986,144.7863,4.0
3038,Keilor Lodge,Victoria,VIC,-37.7,144.8033,4.0
3039,Moonee Ponds,Victoria,VIC,-37.7667,144.9167,4.0
3040,Essendon,Victoria,VIC,-37.7667,144.9167,4.0
3040,Aberfeldie,Victoria,VIC,-37.7596,144.8974,4.0
3040,Essendon West,Victoria,VIC,-37.7576,144.879,4.0
3041,Strathmore,Victoria,VIC,-37.6333,142.4833,4.0
3041,Strathmore Heights,Victoria,VIC,-37.7133,144.8969,4.0
3041,Essendon North,Victoria,VIC,-37.7422,144.9055,4.0
3041,Essendon Fields,Victoria,VIC,-37.7245,144.8989,4.0
3041,Cross Keys,Victoria,VIC,-37.7133,144.8969,3.0
3042,Keilor Park,Victoria,VIC,-37.7203,144.8542,4.0
3042,Niddrie North,Victoria,VIC,-37.7311,144.8867,3.0
3042,Airport West,Victoria,VIC,-37.7247,144.8813,4.0
3042,Niddrie,Victoria,VIC,-37.7375,144.8921,4.0
3043,Gowanbrae,Victoria,VIC,-37.7082,144.8908,4.0
3043,Tullamarine,Victoria,VIC,-37.7013,144.881,4.0
3043,Gladstone Park,Victoria,VIC,-37.6874,144.8868,4.0
3044,Pascoe Vale,Victoria,VIC,-37.7333,144.9333,4.0
3044,Pascoe Vale South,Victoria,VIC,-37.7397,144.9461,4.0
3045,Melbourne Airport,Victoria,VIC,-37.6743,144.8518,4.0
3046,Oak Park,Victoria,VIC,-37.7184,144.9195,4.0
3046,Glenroy,Victoria,VIC,-37.7,144.9333,4.0
3046,Hadfield,Victoria,VIC,-37.7073,144.9416,4.0
3047,Dallas,Victoria,VIC,-37.6708,144.9354,4.0
3047,Broadmeadows,Victoria,VIC,-37.6802,144.9188,4.0
3047,Jacana,Victoria,VIC,-37.6878,144.9111,4.0
3048,Coolaroo,Victoria,VIC,-37.6568,144.9346,4.0
3048,Meadow Heights,Victoria,VIC,-37.6512,144.9186,4.0
3049,Westmeadows,Victoria,VIC,-37.676,144.887,4.0
3049,Attwood,Victoria,VIC,-37.6696,144.8868,4.0
3050,Royal Melbourne Hospital,Victoria,VIC,-37.7981,144.9555,1.0
3051,North Melbourne,Victoria,VIC,-37.8,144.9667,4.0
3051,Hotham Hill,Victoria,VIC,-37.7984,144.9449,3.0
3052,Parkville,Victoria,VIC,-37.7833,144.95,4.0
3052,Melbourne University,Victoria,VIC,-37.7603,144.9502,3.0
3053,Carlton,Victoria,VIC,-37.8,144.9667,4.0
3053,Carlton South,Victoria,VIC,-37.8004,144.9681,3.0
3054,Princes Hill,Victoria,VIC,-37.7818,144.9666,4.0
3054,Carlton North,Victoria,VIC,-37.7833,144.9667,4.0
3055,Brunswick South,Victoria,VIC,-37.7603,144.9502,3.0
3055,Brunswick West,Victoria,VIC,-37.7646,144.9438,4.0
3055,Moreland West,Victoria,VIC,-37.7603,144.9502,3.0
3055,Moonee Vale,Victoria,VIC,-37.7603,144.9502,3.0
3056,Brunswick,Victoria,VIC,-37.7667,144.9667,4.0
3056,Brunswick North,Victoria,VIC,-37.7667,144.9667,3.0
3056,Brunswick Lower,Victoria,VIC,-37.7667,144.9667,3.0
3057,Sumner,Victoria,VIC,-37.7603,144.9502,3.0
3057,Brunswick East,Victoria,VIC,-37.7725,144.9724,4.0
3058,Coburg North,Victoria,VIC,-37.7287,144.9613,4.0
3058,Moreland,Victoria,VIC,-37.7603,144.9502,3.0
3058,Batman,Victoria,VIC,-37.75,144.9667,3.0
3058,Merlynston,Victoria,VIC,-37.7603,144.9502,3.0
3058,Coburg,Victoria,VIC,-37.75,144.9667,4.0
3059,Greenvale,Victoria,VIC,-37.6333,144.8667,4.0
3060,Fawkner,Victoria,VIC,-37.7167,144.9667,4.0
3061,Campbellfield,Victoria,VIC,-37.6833,144.95,4.0
3062,Somerton,Victoria,VIC,-37.65,144.9333,4.0
3063,Yuroke,Victoria,VIC,-37.5911,144.8782,4.0
3063,Oaklands Junction,Victoria,VIC,-37.615,144.8434,4.0
3064,Kalkallo,Victoria,VIC,-37.5333,144.95,4.0
3064,Mickleham,Victoria,VIC,-37.5366,144.902,4.0
3064,Donnybrook,Victoria,VIC,-37.5333,144.9833,4.0
3064,Roxburgh Park,Victoria,VIC,-37.6258,144.9255,4.0
3064,Craigieburn,Victoria,VIC,-37.6,144.95,4.0
3065,Fitzroy,Victoria,VIC,-37.7984,144.9783,4.0
3066,Collingwood,Victoria,VIC,-37.8,144.9833,4.0
3066,Collingwood North,Victoria,VIC,-37.8,144.9833,3.0
3067,Abbotsford,Victoria,VIC,-37.8,145.0,4.0
3068,Fitzroy North,Victoria,VIC,-37.7886,144.9788,4.0
3068,Clifton Hill,Victoria,VIC,-37.7904,144.9975,4.0
3070,Northcote South,Victoria,VIC,-37.7667,145.0,3.0
3070,Northcote,Victoria,VIC,-37.7667,145.0,4.0
3071,Thornbury,Victoria,VIC,-37.75,145.0,4.0
3072,Preston,Victoria,VIC,-37.75,145.0167,4.0
3072,Regent West,Victoria,VIC,-37.7241,145.0179,3.0
3072,Gilberton,Victoria,VIC,-37.75,145.0167,3.0
3072,Preston South,Victoria,VIC,-37.7241,145.0179,3.0
3072,Preston West,Victoria,VIC,-37.75,145.0167,3.0
3072,Northland Centre,Victoria,VIC,-37.7241,145.0179,3.0
3072,Preston Lower,Victoria,VIC,-37.75,145.0167,3.0
3073,Reservoir,Victoria,VIC,-37.7167,145.0,4.0
3073,Keon Park,Victoria,VIC,-37.7,145.0167,4.0
3074,Thomastown,Victoria,VIC,-37.6833,145.0167,4.0
3075,Lalor,Victoria,VIC,-37.6667,145.0167,4.0
3076,Epping Dc,Victoria,VIC,-37.6307,145.006,3.0
3076,Epping,Victoria,VIC,-37.65,145.0333,4.0
3078,Alphington,Victoria,VIC,-37.7804,145.0309,4.0
3078,Fairfield,Victoria,VIC,-37.7798,145.0176,4.0
3079,Ivanhoe,Victoria,VIC,-37.769,145.0431,4.0
3079,Ivanhoe East,Victoria,VIC,-37.7832,145.0525,4.0
3079,Ivanhoe North,Victoria,VIC,-37.769,145.0431,3.0
3081,Heidelberg West,Victoria,VIC,-37.75,145.0333,4.0
3081,Heidelberg Rgh,Victoria,VIC,-37.743,145.0464,3.0
3081,Bellfield,Victoria,VIC,-37.7531,145.0385,4.0
3081,Heidelberg Heights,Victoria,VIC,-37.7431,145.057,4.0
3082,Mill Park,Victoria,VIC,-37.6667,145.0667,4.0
3083,Kingsbury,Victoria,VIC,-37.7141,145.0351,4.0
3083,Bundoora,Victoria,VIC,-37.6982,145.0597,4.0
3083,La Trobe University,Victoria,VIC,-37.7062,145.0474,3.0
3084,Viewbank,Victoria,VIC,-37.7399,145.0932,4.0
3084,Banyule,Victoria,VIC,-37.7464,145.0771,3.0
3084,Rosanna,Victoria,VIC,-37.7396,145.0697,4.0
3084,Heidelberg,Victoria,VIC,-37.75,145.0667,4.0
3084,Eaglemont,Victoria,VIC,-37.7638,145.0638,4.0
3085,Yallambie,Victoria,VIC,-37.7251,145.0935,4.0
3085,Macleod West,Victoria,VIC,-37.7228,145.0817,3.0
3085,Macleod,Victoria,VIC,-37.7204,145.0698,4.0
3086,La Trobe University,Victoria,VIC,-37.7173,145.0826,1.0
3087,Watsonia North,Victoria,VIC,-37.6998,145.0847,4.0
3087,Watsonia,Victoria,VIC,-37.7167,145.0833,4.0
3088,Saint Helena,Victoria,VIC,-37.7,145.1333,4.0
3088,Briar Hill,Victoria,VIC,-37.7167,145.1167,4.0